('port 1',TE,1,'port 1',1,'transmission')
(501,3)
2.02562e+014	0.0116815	0.132406
2.0253e+014	0.0038459	-0.850995
2.02497e+014	0.0068948	1.57842
2.02464e+014	0.0125791	0.643381
2.02431e+014	0.00907038	-0.279026
2.02398e+014	0.00121072	2.40962
2.02366e+014	0.0105307	1.15941
2.02333e+014	0.0122641	0.24203
2.023e+014	0.00504299	-0.714271
2.02267e+014	0.00594165	1.70234
2.02235e+014	0.012592	0.759055
2.02202e+014	0.0100845	-0.158439
2.02169e+014	0.000510437	-2.19884
2.02136e+014	0.00988994	-4.99961
2.02104e+014	0.0127913	-5.91689
2.02071e+014	0.0063931	-6.85474
2.02038e+014	0.00473526	-4.43254
2.02006e+014	0.012425	-5.39343
2.01973e+014	0.0111257	-6.30701
2.0194e+014	0.00178479	-7.43324
2.01908e+014	0.00898617	-4.8589
2.01875e+014	0.0132003	-5.77799
2.01842e+014	0.00786106	-6.70294
2.0181e+014	0.0032595	-4.24299
2.01777e+014	0.0120151	-5.2475
2.01745e+014	0.0121322	-6.15835
2.01712e+014	0.00348768	-7.15386
2.01679e+014	0.00777569	-4.70003
2.01647e+014	0.0134168	-5.62437
2.01614e+014	0.00939451	-6.54021
2.01582e+014	0.001532	-3.9082
2.01549e+014	0.0112962	-5.08589
2.01517e+014	0.013026	-5.99556
2.01484e+014	0.00538289	-6.94406
2.01452e+014	0.00622274	-4.51899
2.01419e+014	0.0133572	-5.45587
2.01387e+014	0.0109208	-6.36539
2.01354e+014	0.000784521	-7.9081
2.01322e+014	0.0102038	-4.90776
2.01289e+014	0.0137133	-5.8185
2.01257e+014	0.00739901	-6.74376
2.01225e+014	0.00430804	-4.30274
2.01192e+014	0.0129321	-5.27218
2.0116e+014	0.0123453	-6.17771
2.01127e+014	0.00294118	-7.2008
2.01095e+014	0.00868232	-4.71117
2.01063e+014	0.0140864	-5.62696
2.0103e+014	0.0094484	-6.539
2.00998e+014	0.00205198	-3.97291
2.00966e+014	0.0120533	-5.07268
2.00933e+014	0.0135511	-5.97661
2.00901e+014	0.00539879	-6.92349
2.00869e+014	0.00669481	-4.49096
2.00836e+014	0.0140292	-5.42062
2.00804e+014	0.0114158	-6.32481
2.00772e+014	0.000834085	-7.85074
2.0074e+014	0.0106429	-4.85608
2.00707e+014	0.014403	-5.76161
2.00675e+014	0.00795183	-6.68011
2.00643e+014	0.00423943	-4.22746
2.00611e+014	0.0134345	-5.1989
2.00578e+014	0.0131746	-6.09887
2.00546e+014	0.00360925	-7.09188
2.00514e+014	0.00861208	-4.61909
2.00482e+014	0.0147224	-5.53222
2.0045e+014	0.0104388	-6.43685
2.00417e+014	0.00138698	-3.7208
2.00385e+014	0.0121441	-4.9608
2.00353e+014	0.0144621	-5.86014
2.00321e+014	0.00657401	-6.78955
2.00289e+014	0.00606377	-4.35259
2.00257e+014	0.0144537	-5.28794
2.00225e+014	0.01272	-6.1854
2.00193e+014	0.00207945	-7.29249
2.00161e+014	0.0101834	-4.70387
2.00128e+014	0.0152475	-5.60747
2.00096e+014	0.00961861	-6.51346
2.00064e+014	0.00287915	-3.99446
2.00032e+014	0.013341	-5.02753
2e+014	0.0145292	-5.92242
1.99968e+014	0.00553973	-6.86553
1.99936e+014	0.00744006	-4.42094
